feature,importance_mean,importance_std
step12_RightHand_linjerk_magnitude_450_kurtosis,0.008113103401867185,0.001735225920322198
step1_RightHand_angvel_y_450_coeff_of_var,0.008106366322400893,0.003188191213785633
step1_Head_linvel_magnitude_450_kurtosis,0.008098141561952312,0.0022625930852477917
step7_Head_linvel_y_450_coeff_of_var,0.008063380389288907,0.0009014404094077203
step11_LeftHand_angjerk_z_450_coeff_of_var,0.008061729651274621,0.0030982094986876456
step7_RightHand_angjerk_x_450_coeff_of_var,0.008053321280074553,0.002570986473435657
step1_RightHand_linvel_magnitude_450_sum,0.008041269193901766,0.0016692206543723672
step10_RightHand_linjerk_z_450_coeff_of_var,0.008035426630649161,0.0030290892046731218
step6_Head_angvel_z_450_coeff_of_var,0.007967468637753746,0.0014382055768004623
step7_LeftHand_angvel_magnitude_450_coeff_of_var,0.007953301761477355,0.0026016407587300906
step1_LeftHand_angvel_y_450_coeff_of_var,0.00782551835419801,0.002382854228275984
step6_LeftHand_angvel_z_450_coeff_of_var,0.007822866106355538,0.0037004211600891296
step2_LeftHand_linjerk_magnitude_450_coeff_of_var,0.007719505404951245,0.0014546385452384044
step5_RightHand_linvel_z_450_skewness,0.007696124479881004,0.0011114169294402715
step2_Head_angjerk_x_450_coeff_of_var,0.007690528970332644,0.0016959810051553762
step6_LeftHand_angvel_x_450_kurtosis,0.007597452240645078,0.0020520723500860754
step6_Head_linjerk_magnitude_450_kurtosis,0.007581791945786652,0.0020414219932085374
step0_RightHand_linvel_magnitude_450_kurtosis,0.007579051322463193,0.0013102308205043373
step7_LeftHand_linjerk_y_450_kurtosis,0.007569835891196306,0.0023183469238200398
step9_Head_linjerk_x_450_skewness,0.007559587384255368,0.001083339262959849
step7_Head_angvel_y_450_coeff_of_var,0.007454047114904458,0.003246651513180553
step2_Head_angvel_magnitude_450_coeff_of_var,0.0074417768434512045,0.0027315830451580983
step11_LeftHand_linvel_x_450_coeff_of_var,0.007327672369001989,0.0017400797561087486
step10_LeftHand_angjerk_magnitude_450_kurtosis,0.007323074991820644,0.0015120634833572304
step10_RightHand_angjerk_magnitude_450_coeff_of_var,0.007313530416258193,0.002340214944678296
step12_Head_angvel_y_450_sum,0.007308176727146483,0.002819963862159271
step5_Head_linvel_z_450_coeff_of_var,0.007300531445731366,0.0010860830555069591
step9_Head_linvel_y_450_skewness,0.007297615510800744,0.0035068466680022708
step2_LeftHand_linvel_x_450_skewness,0.007295340482123974,0.0021714646492053636
step4_RightHand_linjerk_z_450_kurtosis,0.0072555876558562426,0.0032155459415973593
step11_LeftHand_angjerk_y_450_coeff_of_var,0.0071805494268158895,0.0019697571128927745
step12_RightHand_linjerk_x_450_kurtosis,0.007116813483909379,0.0022968105383474337
step12_RightHand_angvel_magnitude_450_kurtosis,0.007054669798702144,0.0020102869957288588
step1_Head_linjerk_z_450_kurtosis,0.007044538810263368,0.002867193428017048
step2_LeftHand_linvel_magnitude_450_coeff_of_var,0.007033862067035079,0.0029841770161813668
step6_LeftHand_angvel_x_450_skewness,0.00689964605804365,0.0023708502955957296
step12_RightHand_angvel_x_450_kurtosis,0.0068966919435198,0.0006331801304266904
step12_LeftHand_linjerk_x_450_sum,0.006855571829341755,0.0027934515302897923
step8_LeftHand_linvel_y_450_sum,0.006851537425458948,0.002182239225336184
step12_Head_linjerk_y_450_coeff_of_var,0.006772761132106573,0.0019722682108608953
step8_Head_linjerk_z_450_kurtosis,0.006701196251206319,0.0027494800460399187
step6_RightHand_angjerk_magnitude_450_kurtosis,0.006620348402286908,0.002694932201342505
step10_Head_linvel_y_450_sum,0.006558621170026322,0.0030180868268838406
step2_RightHand_angvel_y_450_coeff_of_var,0.006521487434252532,0.0032559401692727205
step3_RightHand_linjerk_y_450_skewness,0.006503510310089444,0.0027307449550636456
step2_LeftHand_linvel_magnitude_450_skewness,0.006465965090838835,0.0022105229323036513
step10_LeftHand_angvel_z_450_coeff_of_var,0.006397297484110056,0.00252887047068318
step7_LeftHand_linvel_magnitude_450_kurtosis,0.005862613396548328,0.002262239588649875
step0_RightHand_linvel_magnitude_450_coeff_of_var,0.0,0.0
step11_RightHand_linvel_y_450_coeff_of_var,0.0,0.0
step9_LeftHand_angjerk_z_450_var,0.0,0.0
step11_RightHand_linvel_y_450_iqr,0.0,0.0
step9_LeftHand_angjerk_z_450_sum,0.0,0.0
step9_LeftHand_angjerk_z_450_std,0.0,0.0
step11_RightHand_linvel_y_450_kurtosis,0.0,0.0
step9_LeftHand_angjerk_z_450_slope,0.0,0.0
step9_LeftHand_angjerk_z_450_skewness,0.0,0.0
step9_LeftHand_angjerk_z_450_range,0.0,0.0
step9_LeftHand_angjerk_z_450_min,0.0,0.0
step9_LeftHand_angjerk_z_450_median,0.0,0.0
step11_RightHand_linvel_y_450_mean,0.0,0.0
step9_LeftHand_angjerk_z_450_mean,0.0,0.0
step11_RightHand_linvel_y_450_median,0.0,0.0
step9_LeftHand_angjerk_z_450_max,0.0,0.0
step11_RightHand_linvel_y_450_min,0.0,0.0
step9_LeftHand_angjerk_z_450_kurtosis,0.0,0.0
step9_LeftHand_angjerk_z_450_iqr,0.0,0.0
step9_LeftHand_angjerk_z_450_coeff_of_var,0.0,0.0
step9_LeftHand_angjerk_y_450_var,0.0,0.0
step11_RightHand_linvel_y_450_range,0.0,0.0
step11_RightHand_linvel_y_450_skewness,0.0,0.0
step11_RightHand_linvel_y_450_max,0.0,0.0
step0_RightHand_linvel_x_450_mean,0.0,0.0
step0_RightHand_linvel_x_450_max,0.0,0.0
step0_RightHand_linvel_x_450_kurtosis,0.0,0.0
step0_RightHand_linvel_x_450_iqr,0.0,0.0
step0_RightHand_linvel_x_450_coeff_of_var,0.0,0.0
step0_RightHand_linvel_magnitude_450_var,0.0,0.0
step11_RightHand_linvel_x_450_mean,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_iqr,0.0,0.0
step0_RightHand_linvel_magnitude_450_sum,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_kurtosis,0.0,0.0
step11_RightHand_linvel_x_450_median,0.0,0.0
step0_RightHand_linvel_magnitude_450_std,0.0,0.0
step0_RightHand_linvel_magnitude_450_iqr,0.0,0.0
step11_RightHand_linvel_x_450_min,0.0,0.0
step11_RightHand_linvel_x_450_range,0.0,0.0
step11_RightHand_linvel_x_450_skewness,0.0,0.0
step0_RightHand_linvel_magnitude_450_range,0.0,0.0
step0_RightHand_linvel_magnitude_450_min,0.0,0.0
step0_RightHand_linvel_magnitude_450_median,0.0,0.0
step0_RightHand_linvel_magnitude_450_mean,0.0,0.0
step11_RightHand_linvel_x_450_slope,0.0,0.0
step11_RightHand_linvel_x_450_std,0.0,0.0
step0_RightHand_linvel_magnitude_450_max,0.0,0.0
step11_RightHand_linvel_x_450_sum,0.0,0.0
step11_RightHand_linvel_x_450_var,0.0,0.0
step0_RightHand_linvel_magnitude_450_slope,0.0,0.0
step9_LeftHand_angjerk_x_450_std,0.0,0.0
step11_RightHand_linvel_z_450_min,0.0,0.0
step9_LeftHand_angjerk_x_450_slope,0.0,0.0
step11_RightHand_linvel_z_450_range,0.0,0.0
step9_LeftHand_angjerk_x_450_skewness,0.0,0.0
step9_LeftHand_angjerk_x_450_range,0.0,0.0
step9_LeftHand_angjerk_x_450_min,0.0,0.0
step11_RightHand_linvel_z_450_skewness,0.0,0.0
step9_LeftHand_angjerk_x_450_median,0.0,0.0
step9_LeftHand_angjerk_x_450_mean,0.0,0.0
step9_LeftHand_angjerk_x_450_max,0.0,0.0
step11_RightHand_linvel_y_450_slope,0.0,0.0
step9_LeftHand_angjerk_x_450_kurtosis,0.0,0.0
step9_LeftHand_angjerk_x_450_iqr,0.0,0.0
step9_LeftHand_angjerk_x_450_coeff_of_var,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_var,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_sum,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_std,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_slope,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_skewness,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_range,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_min,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_median,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_mean,0.0,0.0
step11_RightHand_linvel_z_450_slope,0.0,0.0
step11_RightHand_linvel_y_450_std,0.0,0.0
step9_LeftHand_angjerk_y_450_sum,0.0,0.0
step9_LeftHand_angjerk_y_450_std,0.0,0.0
step11_RightHand_linvel_y_450_sum,0.0,0.0
step9_LeftHand_angjerk_y_450_slope,0.0,0.0
step9_LeftHand_angjerk_y_450_skewness,0.0,0.0
step11_RightHand_linvel_y_450_var,0.0,0.0
step11_RightHand_linvel_z_450_coeff_of_var,0.0,0.0
step9_LeftHand_angjerk_y_450_range,0.0,0.0
step9_LeftHand_angjerk_y_450_min,0.0,0.0
step9_LeftHand_angjerk_y_450_median,0.0,0.0
step9_LeftHand_angjerk_y_450_mean,0.0,0.0
step9_LeftHand_angjerk_x_450_sum,0.0,0.0
step8_LeftHand_angjerk_z_450_var,0.0,0.0
step11_RightHand_linvel_z_450_iqr,0.0,0.0
step9_LeftHand_angjerk_y_450_kurtosis,0.0,0.0
step11_RightHand_linvel_z_450_kurtosis,0.0,0.0
step11_RightHand_linvel_z_450_max,0.0,0.0
step9_LeftHand_angjerk_y_450_iqr,0.0,0.0
step9_LeftHand_angjerk_y_450_coeff_of_var,0.0,0.0
step11_RightHand_linvel_z_450_std,0.0,0.0
step9_LeftHand_angjerk_x_450_var,0.0,0.0
step11_RightHand_linvel_z_450_mean,0.0,0.0
step11_RightHand_linvel_z_450_median,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_max,0.0,0.0
step9_LeftHand_angjerk_y_450_max,0.0,0.0
step10_RightHand_linvel_x_450_coeff_of_var,0.0,0.0
step10_RightHand_linvel_magnitude_450_var,0.0,0.0
step10_RightHand_linvel_z_450_iqr,0.0,0.0
step10_RightHand_linvel_magnitude_450_sum,0.0,0.0
step10_RightHand_linvel_z_450_kurtosis,0.0,0.0
step10_RightHand_linvel_magnitude_450_std,0.0,0.0
step10_RightHand_linvel_magnitude_450_slope,0.0,0.0
step10_RightHand_linvel_z_450_max,0.0,0.0
step10_RightHand_linvel_z_450_mean,0.0,0.0
step10_RightHand_linvel_z_450_median,0.0,0.0
step10_RightHand_linvel_magnitude_450_skewness,0.0,0.0
step10_RightHand_linvel_magnitude_450_range,0.0,0.0
step9_LeftHand_angjerk_magnitude_450_coeff_of_var,0.0,0.0
step10_RightHand_linvel_magnitude_450_median,0.0,0.0
step10_RightHand_linvel_magnitude_450_mean,0.0,0.0
step10_RightHand_linvel_magnitude_450_max,0.0,0.0
step10_RightHand_linvel_magnitude_450_kurtosis,0.0,0.0
step10_RightHand_linvel_z_450_min,0.0,0.0
step10_RightHand_linvel_z_450_range,0.0,0.0
step10_RightHand_linvel_magnitude_450_iqr,0.0,0.0
step10_RightHand_linvel_z_450_skewness,0.0,0.0
step10_RightHand_linvel_magnitude_450_coeff_of_var,0.0,0.0
step0_RightHand_linvel_z_450_var,0.0,0.0
step10_RightHand_linvel_z_450_slope,0.0,0.0
step0_RightHand_linvel_z_450_sum,0.0,0.0
step10_RightHand_linvel_magnitude_450_min,0.0,0.0
step10_RightHand_linvel_y_450_median,0.0,0.0
step10_RightHand_linvel_y_450_min,0.0,0.0
step10_RightHand_linvel_y_450_mean,0.0,0.0
step10_RightHand_linvel_y_450_max,0.0,0.0
step10_RightHand_linvel_y_450_range,0.0,0.0
step10_RightHand_linvel_y_450_kurtosis,0.0,0.0
step10_RightHand_linvel_y_450_iqr,0.0,0.0
step10_RightHand_linvel_y_450_coeff_of_var,0.0,0.0
step10_RightHand_linvel_x_450_var,0.0,0.0
step10_RightHand_linvel_x_450_sum,0.0,0.0
step10_RightHand_linvel_y_450_skewness,0.0,0.0
step10_RightHand_linvel_x_450_std,0.0,0.0
step10_RightHand_linvel_z_450_coeff_of_var,0.0,0.0
step10_RightHand_linvel_x_450_slope,0.0,0.0
step10_RightHand_linvel_x_450_skewness,0.0,0.0
step10_RightHand_linvel_x_450_range,0.0,0.0
step10_RightHand_linvel_x_450_min,0.0,0.0
step10_RightHand_linvel_x_450_median,0.0,0.0
step10_RightHand_linvel_y_450_std,0.0,0.0
step10_RightHand_linvel_y_450_sum,0.0,0.0
step10_RightHand_linvel_x_450_mean,0.0,0.0
step10_RightHand_linvel_y_450_var,0.0,0.0
step10_RightHand_linvel_x_450_max,0.0,0.0
step10_RightHand_linvel_x_450_kurtosis,0.0,0.0
step10_RightHand_linvel_x_450_iqr,0.0,0.0
step10_RightHand_linvel_y_450_slope,0.0,0.0
step0_RightHand_linvel_y_450_range,0.0,0.0
step0_RightHand_linvel_y_450_min,0.0,0.0
step11_RightHand_linvel_magnitude_450_skewness,0.0,0.0
step0_RightHand_linvel_y_450_median,0.0,0.0
step11_RightHand_linvel_magnitude_450_slope,0.0,0.0
step0_RightHand_linvel_y_450_mean,0.0,0.0
step0_RightHand_linvel_y_450_max,0.0,0.0
step11_RightHand_linvel_magnitude_450_std,0.0,0.0
step0_RightHand_linvel_y_450_kurtosis,0.0,0.0
step0_RightHand_linvel_y_450_iqr,0.0,0.0
step11_RightHand_linvel_magnitude_450_sum,0.0,0.0
step0_RightHand_linvel_y_450_coeff_of_var,0.0,0.0
step10_RightHand_linvel_z_450_std,0.0,0.0
step11_RightHand_linvel_magnitude_450_var,0.0,0.0
step0_RightHand_linvel_x_450_sum,0.0,0.0
step11_RightHand_linvel_x_450_coeff_of_var,0.0,0.0
step0_RightHand_linvel_x_450_std,0.0,0.0
step11_RightHand_linvel_x_450_iqr,0.0,0.0
step0_RightHand_linvel_x_450_slope,0.0,0.0
step0_RightHand_linvel_x_450_skewness,0.0,0.0
step0_RightHand_linvel_x_450_range,0.0,0.0
step11_RightHand_linvel_x_450_kurtosis,0.0,0.0
step0_RightHand_linvel_x_450_min,0.0,0.0
step0_RightHand_linvel_x_450_median,0.0,0.0
step11_RightHand_linvel_x_450_max,0.0,0.0
step0_RightHand_linvel_x_450_var,0.0,0.0
step10_RightHand_linvel_z_450_sum,0.0,0.0
step0_RightHand_linvel_z_450_std,0.0,0.0
step10_RightHand_linvel_z_450_var,0.0,0.0
step0_RightHand_linvel_z_450_slope,0.0,0.0
step0_RightHand_linvel_z_450_skewness,0.0,0.0
step11_RightHand_linvel_magnitude_450_coeff_of_var,0.0,0.0
step0_RightHand_linvel_z_450_range,0.0,0.0
step11_RightHand_linvel_magnitude_450_iqr,0.0,0.0
step0_RightHand_linvel_z_450_min,0.0,0.0
step0_RightHand_linvel_z_450_median,0.0,0.0
step0_RightHand_linvel_z_450_mean,0.0,0.0
step0_RightHand_linvel_z_450_max,0.0,0.0
step0_RightHand_linvel_y_450_skewness,0.0,0.0
step0_RightHand_linvel_z_450_iqr,0.0,0.0
step11_RightHand_linvel_magnitude_450_kurtosis,0.0,0.0
step0_RightHand_linvel_z_450_coeff_of_var,0.0,0.0
step0_RightHand_linvel_y_450_var,0.0,0.0
step11_RightHand_linvel_magnitude_450_max,0.0,0.0
step0_RightHand_linvel_y_450_sum,0.0,0.0
step11_RightHand_linvel_magnitude_450_mean,0.0,0.0
step11_RightHand_linvel_magnitude_450_median,0.0,0.0
step0_RightHand_linvel_y_450_std,0.0,0.0
step11_RightHand_linvel_magnitude_450_min,0.0,0.0
step11_RightHand_linvel_magnitude_450_range,0.0,0.0
step0_RightHand_linvel_y_450_slope,0.0,0.0
step0_RightHand_linvel_z_450_kurtosis,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_iqr,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_coeff_of_var,0.0,0.0
step5_LeftHand_angjerk_z_450_var,0.0,0.0
step5_LeftHand_angjerk_z_450_sum,0.0,0.0
step5_LeftHand_angjerk_z_450_std,0.0,0.0
step5_LeftHand_angjerk_z_450_slope,0.0,0.0
step5_LeftHand_angjerk_z_450_skewness,0.0,0.0
step5_LeftHand_angjerk_z_450_range,0.0,0.0
step5_LeftHand_angjerk_z_450_min,0.0,0.0
step5_LeftHand_angjerk_z_450_median,0.0,0.0
step5_LeftHand_angjerk_z_450_mean,0.0,0.0
step5_LeftHand_angjerk_z_450_max,0.0,0.0
step5_LeftHand_angjerk_z_450_kurtosis,0.0,0.0
step5_LeftHand_angjerk_z_450_iqr,0.0,0.0
step8_LeftHand_angjerk_x_450_min,0.0,0.0
step5_LeftHand_angjerk_y_450_var,0.0,0.0
step5_LeftHand_angjerk_y_450_sum,0.0,0.0
step5_LeftHand_angjerk_y_450_std,0.0,0.0
step5_LeftHand_angjerk_y_450_slope,0.0,0.0
step5_LeftHand_angjerk_y_450_skewness,0.0,0.0
step5_LeftHand_angjerk_y_450_range,0.0,0.0
step5_LeftHand_angjerk_y_450_min,0.0,0.0
step5_LeftHand_angjerk_y_450_median,0.0,0.0
step5_LeftHand_angjerk_y_450_mean,0.0,0.0
step5_LeftHand_angjerk_y_450_max,0.0,0.0
step5_LeftHand_angjerk_y_450_kurtosis,0.0,0.0
step5_LeftHand_angjerk_y_450_iqr,0.0,0.0
step5_LeftHand_angjerk_y_450_coeff_of_var,0.0,0.0
step5_LeftHand_angjerk_x_450_var,0.0,0.0
step5_LeftHand_angjerk_z_450_coeff_of_var,0.0,0.0
step6_LeftHand_angjerk_y_450_min,0.0,0.0
step6_LeftHand_angjerk_y_450_median,0.0,0.0
step6_LeftHand_angjerk_y_450_mean,0.0,0.0
step6_LeftHand_angjerk_y_450_max,0.0,0.0
step6_LeftHand_angjerk_y_450_kurtosis,0.0,0.0
step6_LeftHand_angjerk_y_450_iqr,0.0,0.0
step6_LeftHand_angjerk_y_450_coeff_of_var,0.0,0.0
step6_LeftHand_angjerk_x_450_var,0.0,0.0
step6_LeftHand_angjerk_x_450_sum,0.0,0.0
step6_LeftHand_angjerk_x_450_std,0.0,0.0
step6_LeftHand_angjerk_x_450_slope,0.0,0.0
step6_LeftHand_angjerk_x_450_skewness,0.0,0.0
step6_LeftHand_angjerk_x_450_range,0.0,0.0
step6_LeftHand_angjerk_x_450_min,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_kurtosis,0.0,0.0
step6_LeftHand_angjerk_x_450_mean,0.0,0.0
step6_LeftHand_angjerk_x_450_max,0.0,0.0
step6_LeftHand_angjerk_x_450_kurtosis,0.0,0.0
step6_LeftHand_angjerk_x_450_iqr,0.0,0.0
step6_LeftHand_angjerk_x_450_coeff_of_var,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_var,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_sum,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_std,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_slope,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_skewness,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_range,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_min,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_median,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_mean,0.0,0.0
step6_LeftHand_angjerk_magnitude_450_max,0.0,0.0
step6_LeftHand_angjerk_x_450_median,0.0,0.0
step4_LeftHand_angjerk_z_450_median,0.0,0.0
step4_LeftHand_angjerk_z_450_mean,0.0,0.0
step4_LeftHand_angjerk_z_450_max,0.0,0.0
step4_LeftHand_angjerk_z_450_kurtosis,0.0,0.0
step4_LeftHand_angjerk_z_450_iqr,0.0,0.0
step4_LeftHand_angjerk_z_450_coeff_of_var,0.0,0.0
step4_LeftHand_angjerk_y_450_var,0.0,0.0
step4_LeftHand_angjerk_y_450_sum,0.0,0.0
step4_LeftHand_angjerk_y_450_std,0.0,0.0
step4_LeftHand_angjerk_y_450_slope,0.0,0.0
step4_LeftHand_angjerk_y_450_skewness,0.0,0.0
step4_LeftHand_angjerk_y_450_range,0.0,0.0
step4_LeftHand_angjerk_y_450_min,0.0,0.0
step4_LeftHand_angjerk_y_450_median,0.0,0.0
step5_LeftHand_angjerk_x_450_sum,0.0,0.0
step4_LeftHand_angjerk_y_450_max,0.0,0.0
step4_LeftHand_angjerk_y_450_iqr,0.0,0.0
step4_LeftHand_angjerk_y_450_coeff_of_var,0.0,0.0
step4_LeftHand_angjerk_x_450_var,0.0,0.0
step4_LeftHand_angjerk_x_450_sum,0.0,0.0
step4_LeftHand_angjerk_x_450_std,0.0,0.0
step4_LeftHand_angjerk_x_450_slope,0.0,0.0
step4_LeftHand_angjerk_x_450_skewness,0.0,0.0
step4_LeftHand_angjerk_x_450_range,0.0,0.0
step4_LeftHand_angjerk_x_450_min,0.0,0.0
step4_LeftHand_angjerk_x_450_median,0.0,0.0
step4_LeftHand_angjerk_x_450_mean,0.0,0.0
step4_LeftHand_angjerk_x_450_max,0.0,0.0
step4_LeftHand_angjerk_x_450_kurtosis,0.0,0.0
step4_LeftHand_angjerk_y_450_mean,0.0,0.0
step5_LeftHand_angjerk_x_450_std,0.0,0.0
step5_LeftHand_angjerk_x_450_slope,0.0,0.0
step5_LeftHand_angjerk_x_450_skewness,0.0,0.0
step5_LeftHand_angjerk_x_450_range,0.0,0.0
step5_LeftHand_angjerk_x_450_min,0.0,0.0
step5_LeftHand_angjerk_x_450_median,0.0,0.0
step5_LeftHand_angjerk_x_450_mean,0.0,0.0
step5_LeftHand_angjerk_x_450_max,0.0,0.0
step5_LeftHand_angjerk_x_450_kurtosis,0.0,0.0
step5_LeftHand_angjerk_x_450_iqr,0.0,0.0
step5_LeftHand_angjerk_x_450_coeff_of_var,0.0,0.0
step5_LeftHand_angjerk_magnitude_450_var,0.0,0.0
step5_LeftHand_angjerk_magnitude_450_sum,0.0,0.0
step5_LeftHand_angjerk_magnitude_450_std,0.0,0.0
step4_LeftHand_angjerk_z_450_min,0.0,0.0
step5_LeftHand_angjerk_magnitude_450_skewness,0.0,0.0
step5_LeftHand_angjerk_magnitude_450_range,0.0,0.0
step5_LeftHand_angjerk_magnitude_450_min,0.0,0.0
step5_LeftHand_angjerk_magnitude_450_median,0.0,0.0
step5_LeftHand_angjerk_magnitude_450_mean,0.0,0.0
