Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,cohen
motion_combo,angacc+angvel+linacc+linvel,angvel+linacc,True,True,13.415980471166385,4.0,two-sided,0.0001785436555466713,0.018747083832400487,holm,133.851,2.080755025666623
