Source,SS,ddof1,ddof2,MS,F,p-unc,p-GG-corr,np2,eps
device_combo,1.699353033149023,6,24,0.28322550552483716,3.19001527438062,0.019053823125232336,0.09751382873697999,0.4436729481990456,0.3264551394607337
motion_combo,6.934583393246476,14,56,0.4953273852318912,4.786916247059546,1.1359634221533236e-05,0.0365185086179932,0.544777725480363,0.15812478396825114
device_combo * motion_combo,1.9799953645869186,84,336,0.023571373387939507,0.9794128394074689,0.5341133242366525,0.43133533056798234,0.1966924356334381,0.03292468223680421
