Source,SS,ddof1,ddof2,MS,F,p-unc,p-GG-corr,np2,eps
device_combo,1.7102229034473526,6,24,0.28503715057455875,1.952256054276457,0.11304776767150433,0.2022135406397161,0.32798589920771964,0.3426881491199161
motion_combo,1.7151659259036127,14,56,0.12251185185025805,1.5716402545074215,0.11661525794139323,0.26191757125254905,0.28207855904479373,0.15793476690707467
device_combo * motion_combo,1.9955161610769756,84,336,0.0237561447747259,0.6007895114371573,0.9971390374507727,0.5990485741558798,0.13058400301592749,0.029219954079466568
