feature_key,specificity_A,specificity_B,sensitivity_A,sensitivity_B,mcc_A,mcc_B
Head_euler_y_mean_Head_euler_z_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_mean_Head_euler_z_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_min_Head_euler_z_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_position_x_mean_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_max_Head_euler_z_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_position_x_median_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_position_x_min_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_position_x_max_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_position_x_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_position_y_min_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_position_y_max_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_position_z_mean_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_position_z_median_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_position_z_min_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_position_z_max_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_velocity_x_mean_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_velocity_x_min_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_velocity_x_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_velocity_y_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9263157894736842,0.9148936170212766,0.1324532357065043,0.1008969243907956
Head_euler_z_std_Head_velocity_y_median_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_velocity_y_min_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_velocity_z_median_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_velocity_y_max_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_Head_velocity_z_min_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9157894736842104,0.9148936170212766,0.1157894736842105,0.1008969243907956
Head_euler_z_std_Head_velocity_z_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_acceleration_x_mean_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_acceleration_x_max_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_acceleration_x_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_acceleration_y_mean_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_acceleration_y_median_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_acceleration_y_min_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_acceleration_y_max_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_acceleration_z_mean_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_acceleration_z_min_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_velocity_x_mean_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9263157894736842,0.9148936170212766,0.1324532357065043,0.1008969243907956
Head_euler_z_std_LeftHand_angular_acceleration_z_max_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.925531914893617,0.1008969243907956,0.1174372406025246
Head_euler_z_std_LeftHand_angular_acceleration_z_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.936842105263158,0.9148936170212766,0.1514086506444134,0.1008969243907956
Head_euler_z_std_LeftHand_angular_velocity_x_median_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_velocity_y_median_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_velocity_x_max_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_velocity_x_min_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_velocity_x_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_velocity_y_min_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_velocity_y_max_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.925531914893617,0.1008969243907956,0.1174372406025246
Head_euler_z_std_LeftHand_angular_velocity_y_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_velocity_z_max_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_velocity_z_mean_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_velocity_z_min_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_angular_velocity_z_std_LeftHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_euler_x_median,0.2,0.1818181818181818,0.9052631578947368,0.925531914893617,0.1008969243907956,0.1174372406025246
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_euler_x_mean,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_euler_x_min,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_euler_y_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_euler_x_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_euler_y_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_euler_y_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_euler_z_median,0.2,0.1818181818181818,0.9157894736842104,0.9148936170212766,0.1157894736842105,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_euler_z_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_x_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_euler_z_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_x_mean,0.2,0.1818181818181818,0.9157894736842104,0.9148936170212766,0.1157894736842105,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_x_min,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_x_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_y_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_y_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_y_mean,0.2,0.1818181818181818,0.936842105263158,0.9148936170212766,0.1514086506444134,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_y_min,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_y_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_z_median,0.2,0.1818181818181818,0.9052631578947368,0.946808510638298,0.1008969243907956,0.1579171559056124
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_z_mean,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_z_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_z_min,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_position_z_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_velocity_x_min,0.2,0.1818181818181818,0.9263157894736842,0.9148936170212766,0.1324532357065043,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_velocity_x_mean,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_velocity_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_velocity_x_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_velocity_y_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_velocity_y_mean,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_velocity_y_min,0.2,0.1818181818181818,0.9157894736842104,0.9148936170212766,0.1157894736842105,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_velocity_y_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_velocity_y_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_velocity_z_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_LeftHand_velocity_z_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_acceleration_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_acceleration_x_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_acceleration_y_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_acceleration_y_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_acceleration_y_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_acceleration_z_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_acceleration_z_min,0.2,0.1818181818181818,0.936842105263158,0.9148936170212766,0.1514086506444134,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_velocity_x_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_velocity_x_mean,0.2,0.1818181818181818,0.9157894736842104,0.9148936170212766,0.1157894736842105,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_velocity_x_min,0.2,0.1818181818181818,0.936842105263158,0.9042553191489362,0.1514086506444134,0.086073500967118
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_velocity_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_velocity_y_mean,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_velocity_y_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_velocity_y_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_velocity_y_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_velocity_z_median,0.2,0.1818181818181818,0.936842105263158,0.9148936170212766,0.1514086506444134,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_angular_velocity_z_min,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_euler_x_mean,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_euler_x_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_euler_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_euler_x_min,0.2,0.1818181818181818,0.9052631578947368,0.925531914893617,0.1008969243907956,0.1174372406025246
Head_euler_z_std_LeftHand_euler_x_max_RightHand_euler_y_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_euler_y_min,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_euler_y_std,0.2,0.1818181818181818,0.9157894736842104,0.851063829787234,0.1157894736842105,0.0280197110920129
Head_euler_z_std_LeftHand_euler_x_max_RightHand_euler_z_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_euler_z_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_x_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_x_min,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_x_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_x_mean,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_y_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_x_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_y_mean,0.2,0.1818181818181818,0.9052631578947368,0.8191489361702128,0.1008969243907956,0.0007693318360276
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_y_min,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_y_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_z_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_y_std,0.2,0.1818181818181818,0.9157894736842104,0.9148936170212766,0.1157894736842105,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_z_max,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_z_min,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_position_z_std,0.2,0.1818181818181818,0.936842105263158,0.9148936170212766,0.1514086506444134,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_velocity_x_max,0.2,0.1818181818181818,0.9052631578947368,0.925531914893617,0.1008969243907956,0.1174372406025246
Head_euler_z_std_LeftHand_euler_x_max_RightHand_velocity_y_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_velocity_y_mean,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_velocity_z_median,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_velocity_y_std,0.2,0.1818181818181818,0.9052631578947368,0.9148936170212766,0.1008969243907956,0.1008969243907956
Head_euler_z_std_LeftHand_euler_x_max_RightHand_velocity_y_max,0.2,0.1818181818181818,0.9157894736842104,0.9148936170212766,0.1157894736842105,0.1008969243907956
