Source,SS,ddof1,ddof2,MS,F,p-unc,p-GG-corr,np2,eps
device_combo,1.14319844341046,6,24,0.19053307390174334,1.5690536246742224,0.19930817673571058,0.26694826733650656,0.28174510974762046,0.32550092098611516
motion_combo,2.3967369797358637,14,56,0.1711954985525617,3.759140884561317,0.00019291817237434392,0.05853771646349281,0.4844790087574044,0.16725101085794283
device_combo * motion_combo,2.789687680154464,84,336,0.03321056762088648,1.3734915282243998,0.02688010498067646,0.30228142387235685,0.25560504208671414,0.030650126457815088
