Source,SS,ddof1,ddof2,MS,F,p-unc,p-GG-corr,np2,eps
device_combo,0.865464469211278,6,24,0.14424407820187965,2.024436671485823,0.10159403417039002,0.18184600328258496,0.3360375055592593,0.3990006799162432
motion_combo,2.152246195701851,14,56,0.15373187112156078,2.2769715230445158,0.015228010226618597,0.15093812783775343,0.3627500164187646,0.17088230553323816
device_combo * motion_combo,5.622821509028893,84,336,0.06693835129796301,1.828238473894342,9.589574789554495e-05,0.20917751416553088,0.3136862848154427,0.02942137604758145
